ShapeBefore,ShapeAfterAggregate,Location
TINY,OTHER,spoon/scc-sdsm/aggregate/1-b6a9471f3eb205a0fb64a6b35cb675acd23e5bbb
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-fd9d6c0b62a3372a41020eb328028279c7bab048
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-0b42a5456161a1ccb4a216c2fddda4af12693989
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-b9133a718c0d010a73ba5dd0a7921ad0b92b01ce
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-27f50a27ed418cb1656f1fc6132e2a1df2e7bf4c
NoSCCBefore,STAR,spoon/scc-sdsm/aggregate/1-adaa3f552c035f3fab2880a5cf6e4974c98e62cf
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-50a15b7c09228bdc460e9ae0119654b97576980d
CIRCLE,OTHER,spoon/scc-sdsm/aggregate/1-d0aebbb27fc40ac8a978de76554a2806252651c3
OTHER,OTHER,spoon/scc-sdsm/aggregate/2-a99cbaaccf9ae4dafad316d56f80a4d691cca613
NoSCCBefore,CIRCLE,spoon/scc-sdsm/aggregate/1-25f9202a4ee6e77a9d0c4ad5060c88ba2506f50a
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-b8547680e706a14eb2a1942ab0899704a80fb936
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-48e642d077e82d0573cf4f5fce5f30f09d2d3a38
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-42018d4e4c9b89145c765b99439ceabcfcbf721c
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-0743b5a1f216f1afed59dbabb723e589c25e66aa
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-e6f0492e6a096a57be63f7a39c205d99720685c6
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-e204d072e77cbef5a46ff2bc8c9acfe7bee67371
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-a99cbaaccf9ae4dafad316d56f80a4d691cca613
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-eed3e537e6fab8bc1c0a514d7d77373f949faf37
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-f4226b3d3c012c7950ec26a7f176ca773becb956
TINY,CIRCLE,spoon/scc-sdsm/aggregate/1-154e014d2961a7d48d018424c179589ee1fa4c6b
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-59185ec081fc1d592fbfdbcf3ae516ac726ab6a4
NoSCCBefore,STAR,spoon/scc-sdsm/aggregate/1-6a121da108a97a7306acb9d1b19564762f9afbb0
OTHER,OTHER,spoon/scc-sdsm/aggregate/1-3935a8018ed5b02966185cd5586ceeb8aa40e519
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-d807109dd8eb8992d38db4a1c7a02077f7cd0532
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-80085ccca9669deebfcc8e5dc177560954dbeb04
NoSCCBefore,CIRCLE,spoon/scc-sdsm/aggregate/1-e6b1b3e09045abd8d7d3ea129ce13a92bef621de
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-c20071aa1298679ea6ea70ce3a902b435aeb428b
TINY,OTHER,spoon/scc-sdsm/aggregate/1-14cb640e91a01cb76fb724a1e45de14280556647
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-5a523b3742c43bd315ecee1b55e46523cfd14207
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-e2ba22e17cdc3f0e182740c2defb6b739c190829
NoSCCBefore,CIRCLE,spoon/scc-sdsm/aggregate/1-bd1168ac5ba9ef7895b134aa40c6de2e71774820
NoSCCBefore,CIRCLE,spoon/scc-sdsm/aggregate/1-bc86c70171344bb4c188e4dd916417f0e3ae2816
NoSCCBefore,STAR,spoon/scc-sdsm/aggregate/1-7beb903ee2fbbea5b48ad316944ef831b69074f4
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-f6d5e9c1f049105a3aa3528cab9aeb93af28b2b3
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-e738a1b772c28119ac15542d9053c7368e2ca734
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-b26167e4ad2ece972523cdf832e3603b92a399a1
STAR,OTHER,spoon/scc-sdsm/aggregate/1-44350873aeac2507aae885d2d2717e60adc3bebd
OTHER,OTHER,spoon/scc-sdsm/aggregate/1-b2518c1edb7da36bbc9919caea0ae04d566bf70c
OTHER,OTHER,spoon/scc-sdsm/aggregate/2-b26167e4ad2ece972523cdf832e3603b92a399a1
NoSCCBefore,TINY,spoon/scc-sdsm/aggregate/1-cf004889e5e5d28c35d21cfb4b4689072b97667b
NoSCCBefore,OTHER,spoon/scc-sdsm/aggregate/1-fa462e2702e9b3a11ee3fd6b46c179e5ba698ea3
OTHER,OTHER,spoon/scc-sdsm/aggregate/1-ade00491d5bc2925557ab57bbd06352a056c0ac5
NoSCCBefore,CHAIN,spoon/scc-sdsm/aggregate/1-3b88ba83072a6bfb373551ac09a9a714683d3bc1
NoSCCBefore,OTHER,yasson/scc-sdsm/aggregate/1-b74033d37ea6f1cb297922540131eb4a483dc24e
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/2-bfb05da088c5b4a07239b01735f302c2fc9d87d1
NoSCCBefore,OTHER,yasson/scc-sdsm/aggregate/1-98fb86162cf82afd25370e315bbd61ad6c978cb9
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/1-5e23aaee4d7d6fa29882ca542445fec2a15413ac
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/1-bfb05da088c5b4a07239b01735f302c2fc9d87d1
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/1-62c165eb7e0bacb47b0b465dc4066da17e2def19
OTHER,OTHER,yasson/scc-sdsm/aggregate/1-5f869a7e039e0e913fc04565b16c2cc6c1d0ebc1
TINY,OTHER,yasson/scc-sdsm/aggregate/1-a1ac33ac44b52ddb85bda074f2d9c39e7663a362
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/1-419aeacab3a7577977503611c6999fd01fa1f185
CIRCLE,CIRCLE,yasson/scc-sdsm/aggregate/1-dbee04e2e21739cd4094c537799a6e1856eff91b
TINY,CIRCLE,yasson/scc-sdsm/aggregate/1-5779fcec86e9356e1a0d7b5d1832f79075e19a2d
NoSCCBefore,OTHER,yasson/scc-sdsm/aggregate/1-417e63049083d703c0695aea5b3bbd663cefa27c
NoSCCBefore,OTHER,yasson/scc-sdsm/aggregate/1-a57e1e48205a143911b38ba46cb46a07c22688f0
NoSCCBefore,CIRCLE,yasson/scc-sdsm/aggregate/1-e123efc948b6d2050656f419bfb51316cd2ca4a5
OTHER,OTHER,yasson/scc-sdsm/aggregate/1-2591e694b9b78e13eb424c1fc9f3881f4839452e
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/1-d074d5f3f782dd4101580a451882a055db6880fc
NoSCCBefore,CIRCLE,yasson/scc-sdsm/aggregate/2-5f869a7e039e0e913fc04565b16c2cc6c1d0ebc1
NoSCCBefore,TINY,yasson/scc-sdsm/aggregate/2-62c165eb7e0bacb47b0b465dc4066da17e2def19
NoSCCBefore,STAR,yasson/scc-sdsm/aggregate/1-7a5b15a0b1e94fd23915a3a5da0157694c09bff6
